id,date,obs_type,obs_type_label,org_id,org_name,category,description,status
KRG-03864,2025-05-13,unsafe_condition,Небезопасное действие,org_026,"ТОО ""Голубая Гортензия""",Не указано,"Бригада мүшелері осы көрсетілген ескертуден кейін, ЕҚ шараларын сақтады.",resolved
KRG-03865,2025-05-21,safe_practice,Предложение (инициатива),org_027,"ТОО ""Рубиновый Мак""",Не указано,Осы кемшілікті келешекте қайталамайды.,not_applicable
KRG-03866,2025-08-27,unsafe_condition,Небезопасное поведение,org_028,"ТОО ""Северный Нарцисс""",Работы в замкнутом пространстве,наблюдение,open
KRG-03867,2025-05-10,unsafe_condition,Небезопасное условие,org_029,"ТОО ""Имперская Орхидея""",Поддержание чистоты и порядка,Құбырдан сұйықтық кету.,resolved
KRG-03868,2025-05-13,safe_practice,Хорошая практика,org_030,"ТОО ""Весенний Крокус""",СИЗ / Средства по обеспечению безопасности,Сорап ауыстыру К-100,not_applicable
KRG-03869,2025-05-15,unsafe_condition,Небезопасное условие,org_031,"ТОО ""Изумрудный Папоротник""",Не указано,Скв-9146 су ағысын тоқтату.,resolved
KRG-03870,2025-05-26,unsafe_condition,Небезопасное условие,org_032,"ТОО ""Белоснежная Азалия""",Поддержание чистоты и порядка,Тоспа флянец аралығынан сұйықтық ағуда (утечка),resolved
KRG-03871,2025-05-05,unsafe_condition,Небезопасное действие,org_033,"ТОО ""Алтын Бәйшешек""",Машины и оборудование,Зерттеуге берген скважинада тоқ жоқ.,resolved
KRG-03872,2025-05-13,unsafe_condition,Небезопасное условие,org_034,"ТОО ""Көктем Гүлі""",Машины и оборудование,Скважина деңгейін өлшейтін лубрикаторлық тоспада заглушка.,resolved
KRG-03873,2025-05-19,unsafe_condition,Опасный фактор,org_035,"ТОО ""Жемчужная Фрезия""",Охрана окружающей среды,"Скважина планшайбадан жіберіп тұр, затруб ашылмайды.",resolved
KRG-03874,2025-05-21,unsafe_condition,Небезопасное условие,org_036,"ТОО ""Лазурный Дельфиниум""",Машины и оборудование,"Зерттеуге берген скважина траверсі самоварға жақын, датчик сыймайды.",resolved
KRG-03875,2025-05-02,safe_practice,Предложение (инициатива),org_037,"ТОО ""Розовый Флокс""",Взрыво- и пожароопасность,"Тқ-5 №1Сораптың кіріс-шығыс құбырын кесу кезінде, арнайы Өрт көлігі шақырылмаған.",not_applicable
KRG-03876,2025-05-08,unsafe_condition,Опасный случай,org_038,"ТОО ""Сафлоровый Рассвет""",Трубопроводы / Подземные коммуникации,МГӨЦ-9 кармастың құбырынан утечкадан сұйықтық ағуы.,resolved
KRG-03877,2025-05-13,unsafe_condition,Небезопасное поведение,org_039,"ТОО ""Медовая Астра""",Монтажные и грузоподъемные работы,"Скв-7404 басына d114x8мм құбыр түсіру кезінде, жүк көтеру ережесі сақталмады.",resolved
KRG-03878,2025-05-15,unsafe_condition,Небезопасное условие,org_040,"ТОО ""Тайный Бутон""",Трубопроводы / Подземные коммуникации,"БГ-4 d200x40 1дана, тоспа ауыстыру кесу сваркілеуге судың ағуы.",resolved
KRG-03879,2025-08-26,safe_practice,Предложение (инициатива),org_041,"ТОО ""Цветущий Миндаль""",Транспортировка,Қауіпсіздікті сақтау,not_applicable
KRG-03880,2025-08-24,unsafe_condition,Небезопасное условие,org_042,"ТОО ""Полевой Клевер""",Рабочее место / Эргономика,Нет,resolved
KRG-03881,2025-08-27,unsafe_condition,Опасный фактор,org_043,"ТОО ""Огненная Георгина""",Проскальзывание / Спотыкание / Падение,Нужно постоянно проверять рабочее место при работе.,resolved
KRG-03882,2025-08-27,unsafe_condition,Небезопасное поведение,org_044,"ТОО ""Сияющая Примула""",СИЗ / Средства по обеспечению безопасности,Қызымет басында жұмысшылардың қауіпсіздігің қатан бақылау керек.,resolved
KRG-03883,2025-08-26,unsafe_condition,Небезопасное условие,org_045,"ТОО ""Гармония Лилий""",Вывешивание плакатов,"Временные кабельные линий -0,4 кВ -  не вывешены плакаты по электробезопасности.",resolved
KRG-03884,2025-08-27,safe_practice,Хорошая практика,org_046,"ТОО ""Шёлковый Пион""",Выполнение требований инструкций,Сотрудники ТОО «KMG-Security» соблюдают инструкции по безопасности при охране объектов. Так держать!,not_applicable
KRG-03885,2025-08-27,safe_practice,Хорошая практика,org_047,"ТОО ""Японская Сакура""",Охрана окружающей среды,Сотрудники Товарищества соблюдает правила раздельного сбора отходов. Благодарим за ответственное отношение!,not_applicable
KRG-03886,2025-08-26,unsafe_condition,Небезопасное действие,org_048,"ТОО ""Лунная Орхидея""",Взрыво- и пожароопасность,Автокөліктің бөлшегін ашық жерде бензинмен жуып отыр,resolved
KRG-03887,2025-08-06,unsafe_condition,Небезопасное поведение,org_049,"ТОО ""Садовый Гиацинт""",Рабочее место / Эргономика,Жұмыс орны  бөлшек және  кілт құралдардан жиналмаған,resolved
KRG-03888,2025-08-22,unsafe_condition,Небезопасное условие,org_050,"ТОО ""Белый Лотос KZ""",Машины и оборудование,Гайковерт жабдығының кабелі зақымданған,resolved
KRG-03889,2025-08-28,unsafe_condition,Опасный фактор,org_051,"ТОО ""Ароматный Мирт""",Взрыво- и пожароопасность,СӨБ  қондырғысының вентиляциясы жасамайды,open
KRG-03890,2025-08-28,safe_practice,Хорошая практика,org_052,"ТОО ""Цветочный Бриз""",Целостность объекта / Оборудования,Провел наблюдение. Предложении нет,not_applicable
KRG-03891,2025-08-28,safe_practice,Хорошая практика,org_053,"ТОО ""Небесная Камелия""",Целостность объекта / Оборудования,Провел наблюдение. Предложении нету,not_applicable
KRG-03892,2025-08-28,unsafe_condition,Небезопасное действие,org_054,"ТОО ""Степной Шалфей""",Вывешивание плакатов,БГ-18 басына ескерту такткшасын ілінбеген (работают люди),resolved
KRG-03893,2025-08-28,unsafe_condition,Небезопасное условие,org_055,"ТОО ""Грация Гортензии""",Поддержание чистоты и порядка,№1 Сорап айналасы маймен ластанған,resolved
KRG-03894,2025-08-28,unsafe_condition,Опасный случай,org_056,"ТОО ""Пудровая Роза""",Транспортировка,Жүк көтеру,resolved
KRG-03895,2025-08-28,safe_practice,Хорошая практика,org_057,"ТОО ""Золотой Подсолнух""",Работы в замкнутом пространстве,"Вибрация
Предлагаю снизить вибрацию в замкнутном пространстве. Поставить прибор либо аппарат, оборудование для снижения вибрации",not_applicable
KRG-03896,2025-08-07,unsafe_condition,Небезопасное условие,org_058,"ТОО ""Кристальный Ирис""",Поддержание чистоты и порядка,"Қолданылған автокөліктің май, ауа фильтрлері көптеп жиналған",resolved
KRG-03897,2025-08-28,safe_practice,Хорошая практика,org_059,"ТОО ""Лепесток Удачи""",Не указано,Замичание нет,not_applicable
KRG-03898,2025-08-01,unsafe_condition,Небезопасное условие,org_060,"ТОО ""Рассветная Лаванда""",Санитарно-бытовые помещения,Мотор жөндеу цехының салқындатқышы дұрыс жұмыс жасамайды,resolved
KRG-03899,2025-06-07,unsafe_condition,Небезопасное поведение,org_061,"ТОО ""Цветущий Олеандр""",Знаки безопасности / Предупредительные таблички,"Зу-18б коллектор тоспа салынды, салу кезінде түсіндірме жұмыс жүргізілмеген.",resolved
KRG-03900,2025-06-11,unsafe_condition,Небезопасное поведение,org_062,"ТОО ""Весенний Букет""",Падающие предметы,"Зу45 лақтырма құбырын жалғау кезінде, еңбек қауіпсіздігін сақталмағаны анықталды.",resolved
KRG-03901,2025-06-18,unsafe_condition,Небезопасное поведение,org_063,"ТОО ""Флора Капитал""",Транспортировка,Скв-3604 рама ауыстыру кезінде түсіндірме жұмыстары жүргізілмеген.,resolved
KRG-03902,2025-06-21,unsafe_condition,Небезопасное поведение,org_064,"ТОО ""Бархатный Тюльпан""",Знаки безопасности / Предупредительные таблички,"Скв-3512 викидной линия утечка жасау кезінде, өрт қауіпсіздігі сақталмаған.",resolved
KRG-03903,2025-06-04,unsafe_condition,Опасный случай,org_001,"ТОО ""Алый Тюльпан""",Работы на высоте / Строительные леса,"Бас қорғау каскасы киілмеген, жоғарыдан құлаған заттар, бас жарақатына алып келуі мүмкін еді.",resolved
KRG-03904,2025-06-18,safe_practice,Предложение (инициатива),org_002,"ТОО ""Белая Роза""",Вывешивание плакатов,"№1Сорап, электр тоғы ашық және қорғаныссыз тұрғаны анықталды.",not_applicable
KRG-03905,2025-06-26,unsafe_condition,Небезопасное действие,org_003,"ТОО ""Золотая Лилия""",Не указано,"Жұмысшы биікте сақтандыру арқанысыз жұмыс жасаған, құлау қауіпі жоғары, ауыр жарақатқа әкелуі мүмкін.",resolved
KRG-03906,2025-06-30,safe_practice,Хорошая практика,org_004,"ТОО ""Лавандовый Рассвет""",Земляные работы,"Бұл тайып құлап, жарақат алу қауіпін тудырады.",not_applicable
KRG-03907,2025-06-23,unsafe_condition,Небезопасное поведение,org_005,"ТОО ""Синяя Орхидея""",Знаки безопасности / Предупредительные таблички,"Тығырық соғу кезінде, қауіпсіздік белгілері қойылмауы.",resolved
KRG-03908,2025-08-14,unsafe_condition,Небезопасное условие,org_006,"ТОО ""Пурпурный Ирис""",Работы на высоте / Строительные леса,При производстве отделочных работ сотрудник подрядной организации выполнял работы без применения строительных лесов.,resolved
KRG-03909,2025-06-23,unsafe_condition,Небезопасное условие,org_007,"ТОО ""Нежная Фиалка""",Машины и оборудование,Сағалық арматурадан сұйықтық ағуы.,resolved
KRG-03910,2025-08-25,unsafe_condition,Небезопасное действие,org_008,"ТОО ""Солнечный Подсолнух""",Выполнение требований инструкций,Недостаточное освещение рабочего места.,resolved
KRG-03911,2025-06-25,unsafe_condition,Небезопасное действие,org_009,"ТОО ""Весенний Пион""",СИЗ / Средства по обеспечению безопасности,"Дәнекерлеу кезінде, агрегат жермен тұйықталмаған.",resolved
KRG-03912,2025-08-21,unsafe_condition,Небезопасное условие,org_010,"ТОО ""Горная Эдельвейс""",Рабочее место / Эргономика,В мастерской мусор и беспорядок.,resolved
KRG-03913,2025-08-28,unsafe_condition,Небезопасное условие,org_011,"ТОО ""Дикая Ромашка""",Рабочее место / Эргономика,Инструмент и приндлежности не в местах их хранения.,resolved
KRG-03914,2025-06-25,unsafe_condition,Опасный случай,org_012,"ТОО ""Серебряный Лотос""",Не указано,"Жұмысшы биікте сақтандыру арқансыз жұмыс жасаған, құлау қауіпі жоғары ауыр жарақатқа әкелу мүмкін.",resolved
KRG-03915,2025-06-09,unsafe_condition,Небезопасное условие,org_013,"ТОО ""Ясный Василёк""",Не указано,Осы кемшілікті келешекте қайталамайды.,resolved
KRG-03916,2025-06-11,unsafe_condition,Небезопасное условие,org_014,"ТОО ""Алая Гвоздика""",Не указано,Осы көрсетілген кемшіліктер қайталанбайды.,resolved
KRG-03917,2025-06-16,unsafe_condition,Небезопасное условие,org_015,"ТОО ""Сакура Плюс""",Не указано,Осы көрсетілген кемшіліктер қайталанбайды.,resolved
KRG-03918,2025-06-19,unsafe_condition,Небезопасное условие,org_016,"ТОО ""Южная Магнолия""",Не указано,Осы кемшілікті келешекте бригада мүшелері қайталамайды.,resolved
KRG-03919,2025-06-02,unsafe_condition,Небезопасное действие,org_017,"ТОО ""Таёжный Жасмин""",Не указано,Тоспаның флянец аралығынан сұйықтық ағуы (утечка),resolved
KRG-03920,2025-06-12,unsafe_condition,Небезопасное действие,org_018,"ТОО ""Полевая Незабудка""",Не указано,Құбырдан сұйықтық кету.,resolved
KRG-03921,2025-06-18,unsafe_condition,Небезопасное действие,org_019,"ТОО ""Янтарная Хризантема""",Не указано,Сораптың қабылдау фильтрін ауыстыру.,resolved
KRG-03922,2025-06-22,unsafe_condition,Небезопасное действие,org_020,"ТОО ""Тихая Камелия""",Не указано,Скв-4530 крестовина су ағысын тоқтату.,resolved
KRG-03923,2025-06-02,safe_practice,Хорошая практика,org_021,"ТОО ""Ночная Лаванда""",Машины и оборудование,Скважина подвескасы соғады.,not_applicable
KRG-03924,2025-06-09,unsafe_condition,Небезопасное поведение,org_022,"ТОО ""Лесной Ландыш""",Машины и оборудование,"Скважина басының ластануы, майлануы, мұнай қалдықтарының жиналуы.",resolved
KRG-03925,2025-06-23,unsafe_condition,Небезопасное условие,org_023,"ТОО ""Звёздный Амариллис""",Электрооборудование,Скважина басы маймен ластануы.,resolved
KRG-03926,2025-06-24,unsafe_condition,Небезопасное поведение,org_024,"ТОО ""Каспийский Тюльпан""",Машины и оборудование,"Зерттеуге берген скважинаның басы, ор қазылған.",resolved
KRG-03927,2025-06-02,unsafe_condition,Небезопасное поведение,org_025,"ТОО ""Степная Роза""",СИЗ / Средства по обеспечению безопасности,"Скв-4493 УЭЦН зазем саға сваркілеу кезінде, еңбек қауіпсіздігі сақталмаған.",resolved
KRG-03928,2025-06-16,unsafe_condition,Небезопасное действие,org_026,"ТОО ""Голубая Гортензия""",Монтажные и грузоподъемные работы,"Тқ-40 Скв-8575 басына, УПТОиКО-дан келген жаңа СҚ түсіру кезінде, жүк көтеру жұмыстары ережесі ескерілмеді.",resolved
KRG-03929,2025-06-20,unsafe_condition,Небезопасное действие,org_027,"ТОО ""Рубиновый Мак""",Трубопроводы / Подземные коммуникации,"Скв-7659-ға құбырын тізбектеп сваркілеу кезінде, сұйықтық ағуы.",resolved
KRG-03930,2025-06-23,unsafe_condition,Небезопасное действие,org_028,"ТОО ""Северный Нарцисс""",Целостность объекта / Оборудования,"Бг-15-те d200x160 тоспа кесу дәнекерлеу кезінде, сұйықтық ағуы.",resolved
KRG-03931,2025-08-22,unsafe_condition,Небезопасное условие,org_029,"ТОО ""Имперская Орхидея""",Выполнение требований инструкций,"№11 бригадасы ТҚ-68, ұңғы-7055.  Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (АҚЖ, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған). Жұмысшы зардап шегу қауіпі бар",open
KRG-03932,2025-08-22,unsafe_condition,Небезопасное действие,org_030,"ТОО ""Весенний Крокус""",Выполнение требований инструкций,"№11 бригадасы ТҚ-68, ұңғы-7055.  Қабылдау шанасының тіреуіштері толық емес. Жұмысшы зардап шегу қауіпі бар",open
KRG-03933,2025-08-22,unsafe_condition,Небезопасное условие,org_031,"ТОО ""Изумрудный Папоротник""",Выполнение требований инструкций,"№12 бригадасы ТҚ-16, ұңғы-2806.  Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (превентор, тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).
Жұмысшы зардап шегу қауіпі бар",open
KRG-03934,2025-08-22,unsafe_condition,Небезопасное действие,org_032,"ТОО ""Белоснежная Азалия""",Выполнение требований инструкций,"№12 бригадасы ТҚ-16, ұңғы-2806.  Ұңғы сағасының ауа құрамы тексерілмеген.
Жұмысшы зардап шегу қауіпі бар",open
KRG-03935,2025-08-22,unsafe_condition,Небезопасное действие,org_033,"ТОО ""Алтын Бәйшешек""",Монтажные и грузоподъемные работы,"№12 бригадасы ТҚ-16, ұңғы-2806.  Қабылдау шанасының тіреуіштері толық емес
Жұмысшы зардап шегу қауіпі бар",open
KRG-03936,2025-08-25,unsafe_condition,Небезопасное условие,org_034,"ТОО ""Көктем Гүлі""",Выполнение требований инструкций,"№13 бригадасы ТҚ-92, ұңғы-9045.  Ұңғы сағасы типтік бекітілген сызбаға сай жабдықталмаған (тұншықтыру, реттегіш топтары және созба құбырлары орнатылмаған).
Жұмысшы зардап шегу қауіпі бар",open
KRG-03937,2025-08-29,safe_practice,Хорошая практика,org_035,"ТОО ""Жемчужная Фрезия""",Знаки безопасности / Предупредительные таблички,Технический персонал Мангыстау сервиса работает соблюдаю инструкций по ТБ. Так держать!!!,not_applicable
KRG-03938,2025-08-29,unsafe_condition,Небезопасное условие,org_036,"ТОО ""Лазурный Дельфиниум""",Знаки безопасности / Предупредительные таблички,Қосымша салынған басқұбыр траншейі көмілмеген,resolved
KRG-03939,2025-08-29,safe_practice,Хорошая практика,org_037,"ТОО ""Розовый Флокс""",Охрана окружающей среды,"Мәдени үйшік айналасы қоқыс, қоқыс жәшігіндегі қоқыс төгілген. Жинастыру керек",not_applicable
KRG-03940,2025-08-29,unsafe_condition,Небезопасное условие,org_038,"ТОО ""Сафлоровый Рассвет""",Опасные вещества/сероводород,Скв. 8040- басы маймен ластанған,resolved
KRG-03941,2025-08-29,unsafe_condition,Небезопасное действие,org_039,"ТОО ""Медовая Астра""",Электрооборудование,Мәдени үйшік эл.кабель тіреуіштері қойылмаған,resolved
KRG-03942,2025-08-29,unsafe_condition,Небезопасное условие,org_040,"ТОО ""Тайный Бутон""",Трубопроводы / Подземные коммуникации,"31ПТВ-да ескі құбырды демонтаж жасап, металлоломға тапсыру керек!",open
KRG-03943,2025-08-29,safe_practice,Хорошая практика,org_041,"ТОО ""Цветущий Миндаль""",Целостность объекта / Оборудования,Провел наблюдение. Предложении нету,not_applicable
KRG-03944,2025-08-29,safe_practice,Хорошая практика,org_042,"ТОО ""Полевой Клевер""",Целостность объекта / Оборудования,Провел наблюдение. Предложении нету,not_applicable
KRG-03945,2025-08-28,unsafe_condition,Опасный случай,org_043,"ТОО ""Огненная Георгина""",Рабочее место / Эргономика,Рабочая площадка установки КПРС была замазучена. есть опасность скольжения.,resolved
KRG-03946,2025-08-29,safe_practice,Хорошая практика,org_044,"ТОО ""Сияющая Примула""",Целостность объекта / Оборудования,Провел наблюдения. Предложении нет,not_applicable
KRG-03947,2025-08-28,unsafe_condition,Опасный фактор,org_045,"ТОО ""Гармония Лилий""",Выполнение требований инструкций,Износ челюсти трубного гидроключа,resolved
KRG-03948,2025-08-28,safe_practice,Хорошая практика,org_046,"ТОО ""Шёлковый Пион""",Трубопроводы / Подземные коммуникации,При замене трубопровода работники работали слажено и практика хорошая,not_applicable
KRG-03949,2025-08-29,unsafe_condition,Опасный случай,org_047,"ТОО ""Японская Сакура""",Работы на высоте / Строительные леса,"Электромонтер участка-2 при замене ламп в операторной на ГУ-9 не поставил должным образом лестницу стремянку, и полез по нему. 
был немедленно предупрежден мной. после чего спустился и второй удерживал стремянку.",open
KRG-03950,2025-08-10,unsafe_condition,Небезопасное условие,org_048,"ТОО ""Лунная Орхидея""",Целостность объекта / Оборудования,"рН-метр не градуировался. При невыполнении градировки на рН-метре, результаты анализов могут оказаться неверными, что может привести к выдаче неверных результатов на установки. Был вызван работник КиП и АТП, был заменен электрод.",resolved
KRG-03951,2025-08-15,unsafe_condition,Небезопасное условие,org_049,"ТОО ""Садовый Гиацинт""",СИЗ / Средства по обеспечению безопасности,"При включении электропечи не был включено устройство воздуховытяжное бесконсольное «СОВПЛИМ». Прибор обязательно должен включаться при работе электропечи, так как при проведении анализ, может возникнуть загазованность помещения.",resolved
KRG-03952,2025-08-16,safe_practice,Предложение (инициатива),org_050,"ТОО ""Белый Лотос KZ""",Не указано,"Закупать лабораторные перчатки в разной размерной сетке, для предотвращения быстрого износа. Перчатки не соответствующего размера (или маленькие, или большие) быстро рвутся, не пригодны в работе, если закупать перчатки соответствующей размерной сетки, они дольше прослужат в работе.",not_applicable
KRG-03953,2025-08-21,unsafe_condition,Небезопасное условие,org_051,"ТОО ""Ароматный Мирт""",Поддержание чистоты и порядка,В рабочей комнате 321 пыльные зонды.,open
KRG-03954,2025-08-05,unsafe_condition,Небезопасное условие,org_052,"ТОО ""Цветочный Бриз""",Выполнение требований инструкций,Обнаружена лабораторная посуда со сколом в к-120 (лабораторная пипетка). Риск получения травмы при работе о сколы лабораторной посуды.,resolved
KRG-03955,2025-08-18,unsafe_condition,Небезопасное условие,org_053,"ТОО ""Небесная Камелия""",Электрооборудование,Не работает освещение в тамбуре центрального входа здания ЦЗЛ. Недостаточное освещение в помещении может принести неудобство в работе.,resolved
KRG-03956,2025-08-04,unsafe_condition,Небезопасное поведение,org_054,"ТОО ""Степной Шалфей""",СИЗ / Средства по обеспечению безопасности,Лаборант выполнял анализы в порванных лабораторных перчатках. При работе в поврежденных лабораторных перчатках с агрессивными средами возможно повреждение кожного покрова.,open
KRG-03957,2025-08-22,unsafe_condition,Небезопасное условие,org_055,"ТОО ""Грация Гортензии""",Рабочее место / Эргономика,"В кабинете 204 не работает освещение в вытяжном шкафу. Необходимо восстановить освещение в вытяжном шкафу, т.к. это может привести к неудобствам в работе.",resolved
KRG-03958,2025-08-30,unsafe_condition,Небезопасное условие,org_056,"ТОО ""Пудровая Роза""",Выполнение требований инструкций,Не полный состав бригады КРС,resolved
KRG-03959,2025-08-29,safe_practice,Хорошая практика,org_057,"ТОО ""Золотой Подсолнух""",СИЗ / Средства по обеспечению безопасности,Работа токаря,not_applicable
KRG-03960,2025-08-30,unsafe_condition,Небезопасное действие,org_058,"ТОО ""Кристальный Ирис""",Вождение,Северный жолда кележатырған Пикап көлігінің жарық шамы жағылмаған.,resolved
KRG-03961,2025-08-31,unsafe_condition,Небезопасное условие,org_059,"ТОО ""Лепесток Удачи""",Рабочее место / Эргономика,ПЧ-2 жатақхана блогына жөндеу жұмыстары кезінде жұмыс орында құрылыс қалдықтары жатқаны анықталды.,open
KRG-03962,2025-08-30,unsafe_condition,Небезопасное условие,org_060,"ТОО ""Рассветная Лаванда""",Электрооборудование,"1. Не закреплены кожух озлождения электродвигателя и отсутствуют его клечатки 
2. Имеется дефект розетки 
3.шитовая. осктствуют знаки ЭБ и заперающие устройства двери.
4. Поврежден изоляция кабеля.",open
KRG-03963,2025-08-31,safe_practice,Хорошая практика,org_061,"ТОО ""Цветущий Олеандр""",Перемещение грузов вручную,Материалдарды тасымалдау,not_applicable
KRG-03964,2025-08-31,unsafe_condition,Опасный фактор,org_062,"ТОО ""Весенний Букет""",Опасные вещества/сероводород,"Химреагенты проба в баклажке от минеральной воды, прозрачная бесцветная жидкость. 
Риск отравления.  Необходимо запретить использование тары от минеральной воды. Использовать специальную посуду.",resolved
KRG-03965,2025-08-30,unsafe_condition,Небезопасное действие,org_063,"ТОО ""Флора Капитал""",СИЗ / Средства по обеспечению безопасности,"Оператор на скважине находился без защитного очки.
Устное замечание",resolved
KRG-03966,2025-08-31,safe_practice,Хорошая практика,org_064,"ТОО ""Бархатный Тюльпан""",Поддержание чистоты и порядка,"Уборка территории, замена полиэтиленовых пленок под стеллажей б/у НКТ",not_applicable
KRG-03967,2025-08-31,safe_practice,Хорошая практика,org_001,"ТОО ""Алый Тюльпан""",Поддержание чистоты и порядка,Хорошая практика с соблюдением всех требований по Б и ОТ,not_applicable
KRG-03968,2025-09-01,unsafe_condition,Небезопасное поведение,org_002,"ТОО ""Белая Роза""",СИЗ / Средства по обеспечению безопасности,При укладке и замере труб у работника отсутствовала каска.,resolved
KRG-03969,2025-08-30,unsafe_condition,Небезопасное действие,org_003,"ТОО ""Золотая Лилия""",СИЗ / Средства по обеспечению безопасности,Работник находился на объекте без рукавицы.,resolved
KRG-03970,2025-08-31,unsafe_condition,Небезопасное действие,org_004,"ТОО ""Лавандовый Рассвет""",Наряд-допуск / Оценка риска,"При  замена  провода  необходимо  удерживать заменяющего провода  канатом(веревка), чтобы  избежать от выскакивание проводов и иных  последствия",resolved
KRG-03971,2025-08-05,unsafe_condition,Опасный фактор,org_005,"ТОО ""Синяя Орхидея""",Целостность объекта / Оборудования,КК-20 тн козловой кран астында үлкен тесік пайда болған,resolved
KRG-03972,2025-08-08,safe_practice,Предложение (инициатива),org_006,"ТОО ""Пурпурный Ирис""",Поддержание чистоты и порядка,Қойма алдындағы тал сынған және аулаға шашылуда,not_applicable
KRG-03973,2025-09-02,safe_practice,Хорошая практика,org_007,"ТОО ""Нежная Фиалка""",Поддержание чистоты и порядка,На рабочем месте убрано и чисто,not_applicable
KRG-03974,2025-08-08,unsafe_condition,Опасный фактор,org_008,"ТОО ""Солнечный Подсолнух""",Не указано,Тепловоз машинистінің отыратын немесе тепловоз тұрағында жарық шамы ілініп тұрған сым шығып тұр,resolved
KRG-03975,2025-08-12,unsafe_condition,Опасный фактор,org_009,"ТОО ""Весенний Пион""",Проскальзывание / Спотыкание / Падение,"6-бекеттің алдында адам жүретін жолда,жерден арматура шығып тұр",resolved
KRG-03976,2025-08-13,safe_practice,Хорошая практика,org_010,"ТОО ""Горная Эдельвейс""",Целостность объекта / Оборудования,№1 АҚБ аумағында 1-колонкадан май ағып тұр,not_applicable
KRG-03977,2025-09-02,unsafe_condition,Опасный фактор,org_011,"ТОО ""Дикая Ромашка""",Опасные природные явления / Погодные условия,м/р Аккудук Подстанция 10/6 кВ  ККУ-10кВ.  При проведений проверки дат испытаний изолирующих галош (бот) возникла ОПАСНОСТЬ УКУСА ПАУКОМ (СКОРПИОНОМ) ВЫЛЕЗШИМ ИЗ ГАЛОШИ.,resolved
KRG-03978,2025-09-02,unsafe_condition,Небезопасное действие,org_012,"ТОО ""Серебряный Лотос""",Машины и оборудование,При выдавливании подшипников на прессе не было закрыта шторка-дверце.,resolved
KRG-03979,2025-08-19,safe_practice,Предложение (инициатива),org_013,"ТОО ""Ясный Василёк""",Целостность объекта / Оборудования,№7 қойма қасындағы забордың тасы түсеін деп тұр,not_applicable
KRG-03980,2025-08-26,safe_practice,Предложение (инициатива),org_014,"ТОО ""Алая Гвоздика""",Поддержание чистоты и порядка,Аумақ ішінде құбырлар шашылуда,not_applicable
KRG-03981,2025-08-29,unsafe_condition,Небезопасное поведение,org_015,"ТОО ""Сакура Плюс""",Выполнение требований инструкций,"Сотрудник подрядной организации передвигался по территории завода на велосипеде не по велодорожке, что является нарушением П 5,15 инструкции ОТБ-024.",resolved
KRG-03982,2025-08-29,unsafe_condition,Небезопасное действие,org_016,"ТОО ""Южная Магнолия""",Электрооборудование,При профилактическом обходе машинист цеха ПВВС Айтжанов А.М. использовал мобильный телефон не взрывозащищенного исполнения.,resolved
KRG-03983,2025-07-12,unsafe_condition,Небезопасное действие,org_017,"ТОО ""Таёжный Жасмин""",Не указано,Скв-4622 флянецтен су ағысын тоқтату.,resolved
KRG-03984,2025-07-18,safe_practice,Предложение (инициатива),org_018,"ТОО ""Полевая Незабудка""",Не указано,Сорап вибрация,not_applicable
KRG-03985,2025-07-20,unsafe_condition,Небезопасное действие,org_019,"ТОО ""Янтарная Хризантема""",Не указано,ШСС-4Г Сорап №3 эл двигатель вибрация,resolved
KRG-03986,2025-08-11,unsafe_condition,Небезопасное поведение,org_020,"ТОО ""Тихая Камелия""",Взрыво- и пожароопасность,оператор 5-го разряда Жузбаев А. использовал на рабочем месте мобильный телефон не взрывозащищенного типа.,resolved
KRG-03987,2025-07-25,unsafe_condition,Небезопасное действие,org_021,"ТОО ""Ночная Лаванда""",Не указано,Скв-4879 утечка водовород,resolved
KRG-03988,2025-07-03,unsafe_condition,Небезопасное поведение,org_022,"ТОО ""Лесной Ландыш""",Машины и оборудование,Скважина зерттеу кезінде датчик (ДН) приборы сыймады.,resolved
KRG-03989,2025-08-12,unsafe_condition,Небезопасное поведение,org_023,"ТОО ""Звёздный Амариллис""",Взрыво- и пожароопасность,оператор С-200 ЛК-6У Астана С. использовал сотовый телефон на рабочем месте  не взрывозащищенного типа.,resolved
KRG-03990,2025-07-11,unsafe_condition,Небезопасное действие,org_024,"ТОО ""Каспийский Тюльпан""",Машины и оборудование,Скважина подвескасы соғып жасайды.,resolved
KRG-03991,2025-07-21,unsafe_condition,Небезопасное действие,org_025,"ТОО ""Степная Роза""",Машины и оборудование,Скважина зерттеуге канаты ұзын.,resolved
KRG-03992,2025-08-12,unsafe_condition,Небезопасное поведение,org_026,"ТОО ""Голубая Гортензия""",Вождение,"Работник подрядной организаций ТОО ""ЭЛКОН"" Мамыров А. не пристегнул ремень безопасности при передвижении транспортным средствам УАЗ по территории ТОО ПКОП.",resolved
KRG-03993,2025-07-23,unsafe_condition,Небезопасное действие,org_027,"ТОО ""Рубиновый Мак""",Машины и оборудование,Су скважина флянецтерінен су атып жатуы.,resolved
